{u'default': False, u'output': u'Vincent_Cassel', u'query_id': 148580}
{u'default': False, u'output': u'Samaire_Armstrong', u'query_id': 148581}
{u'default': False, u'output': u'Jacob_Latimore', u'query_id': 148582}
{u'default': False, u'output': u'Jeremy_Renner', u'query_id': 148583}
{u'default': False, u'output': u'Kelly_LeBrock', u'query_id': 148584}
{u'default': True, u'output': -1.0, u'query_id': 159246, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': False, u'output': u'Booboo_Stewart', u'query_id': 159248}
{u'default': False, u'output': u'Joel_Kinnaman', u'query_id': 159249}
{u'default': False, u'output': u'Fred_Astaire', u'query_id': 159251}
{u'default': False, u'output': u'Derek_Mears', u'query_id': 159253}
{u'default': False, u'output': u'Nichelle_Nichols', u'query_id': 159255}
{u'default': True, u'output': -1.0, u'query_id': 159258, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159260, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159262, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159264, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159266, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159269, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159271, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159273, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159274, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159276, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159278, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159280, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159282, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159284, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159286, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159288, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159290, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159292, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159294, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159297, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159298, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159300, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159302, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159304, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159306, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159308, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159310, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159312, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159314, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159316, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159318, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159320, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159322, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159324, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159326, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159328, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159330, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159332, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159334, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159336, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159338, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159340, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159342, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159343, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159346, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159348, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159350, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159352, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159354, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159356, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159358, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159360, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159362, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159364, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159366, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159367, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159370, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 159372, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
